chr	start	end	strand	type	id	geneName	geneId	numberOfTranscripts	canonicalTranscriptLength	transcriptId	cdsLength	numerOfExons	exonRank	exonSpliceType
HG27_PATCH	26637573	26638782	-1	Cds	stop_codon_HG27_PATCH_26637573_26637575	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4		
HG27_PATCH	26659669	26659981	-1	Utr5prime	exon_HG27_PATCH_26659669_26659980	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	1	ALTTENATIVE_3SS
HG27_PATCH	26658786	26658875	-1	Utr5prime	exon_HG27_PATCH_26658786_26658874	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	2	SKIPPED
HG27_PATCH	26643887	26643957	-1	Utr5prime	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	3	SKIPPED
HG27_PATCH	26638782	26638957	-1	Utr5prime	exon_HG27_PATCH_26636518_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26636518	26637573	-1	Utr3prime	exon_HG27_PATCH_26636518_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26659669	26659981	-1	Exon	exon_HG27_PATCH_26659669_26659980	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	1	ALTTENATIVE_3SS
HG27_PATCH	26643887	26643957	-1	Exon	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	3	SKIPPED
HG27_PATCH	26658786	26658875	-1	Exon	exon_HG27_PATCH_26658786_26658874	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	2	SKIPPED
HG27_PATCH	26636518	26638957	-1	Exon	exon_HG27_PATCH_26636518_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26658875	26659669	-1	Intron	ENST00000595473_intron_1	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4		
HG27_PATCH	26643957	26658786	-1	Intron	ENST00000595473_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4		
HG27_PATCH	26638957	26643887	-1	Intron	ENST00000595473_intron_3	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4		
HG27_PATCH	26636519	26651725	-1	Transcript	ENST00000597141	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26637573	26638782	-1	Cds	stop_codon_HG27_PATCH_26637573_26637575	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26651597	26651725	-1	Utr5prime	exon_HG27_PATCH_26651597_26651724	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	1	ALTTENATIVE_PROMOMOTER
HG27_PATCH	26650634	26650673	-1	Utr5prime	exon_HG27_PATCH_26650634_26650672	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	2	SKIPPED
HG27_PATCH	26643887	26643957	-1	Utr5prime	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	3	SKIPPED
HG27_PATCH	26638782	26638957	-1	Utr5prime	exon_HG27_PATCH_26636519_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26636519	26637573	-1	Utr3prime	exon_HG27_PATCH_26636519_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26643887	26643957	-1	Exon	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	3	SKIPPED
HG27_PATCH	26651597	26651725	-1	Exon	exon_HG27_PATCH_26651597_26651724	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	1	ALTTENATIVE_PROMOMOTER
HG27_PATCH	26636519	26638957	-1	Exon	exon_HG27_PATCH_26636519_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26650634	26650673	-1	Exon	exon_HG27_PATCH_26650634_26650672	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	2	SKIPPED
HG27_PATCH	26650673	26651597	-1	Intron	ENST00000597141_intron_1	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26643957	26650634	-1	Intron	ENST00000597141_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26638957	26643887	-1	Intron	ENST00000597141_intron_3	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26638855	26659964	-1	Transcript	ENST00000594430	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3		
HG27_PATCH	26659669	26659964	-1	Exon	exon_HG27_PATCH_26659669_26659963	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3	1	ALTTENATIVE_3SS
HG27_PATCH	26643887	26643957	-1	Exon	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3	2	SKIPPED
HG27_PATCH	26638855	26638957	-1	Exon	exon_HG27_PATCH_26638855_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3	3	ALTTENATIVE_5SS
HG27_PATCH	26643957	26659669	-1	Intron	ENST00000594430_intron_1	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3		
HG27_PATCH	26638957	26643887	-1	Intron	ENST00000594430_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3		
HG27_PATCH	26638704	26659914	-1	Transcript	ENST00000594002	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3		
HG27_PATCH	26638704	26638782	-1	Cds	CDS_HG27_PATCH_26638704_26638781	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3		
HG27_PATCH	26659669	26659914	-1	Utr5prime	exon_HG27_PATCH_26659669_26659913	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3	1	ALTTENATIVE_3SS
HG27_PATCH	26658786	26658875	-1	Utr5prime	exon_HG27_PATCH_26658786_26658874	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3	2	SKIPPED
HG27_PATCH	26638782	26638957	-1	Utr5prime	exon_HG27_PATCH_26638704_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3	3	ALTTENATIVE_5SS
HG27_PATCH	26659669	26659914	-1	Exon	exon_HG27_PATCH_26659669_26659913	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3	1	ALTTENATIVE_3SS
HG27_PATCH	26638704	26638957	-1	Exon	exon_HG27_PATCH_26638704_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3	3	ALTTENATIVE_5SS
HG27_PATCH	26658786	26658875	-1	Exon	exon_HG27_PATCH_26658786_26658874	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3	2	SKIPPED
HG27_PATCH	26658875	26659669	-1	Intron	ENST00000594002_intron_1	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3		
HG27_PATCH	26638957	26658786	-1	Intron	ENST00000594002_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3		
HG27_PATCH	26638868	26659918	-1	Transcript	ENST00000596100	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5		
HG27_PATCH	26643887	26643957	-1	Exon	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	4	SKIPPED
HG27_PATCH	26659005	26659080	-1	Exon	exon_HG27_PATCH_26659005_26659079	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	2	SKIPPED
HG27_PATCH	26638868	26638957	-1	Exon	exon_HG27_PATCH_26638868_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	5	ALTTENATIVE_5SS
HG27_PATCH	26658786	26658875	-1	Exon	exon_HG27_PATCH_26658786_26658874	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	3	SKIPPED
HG27_PATCH	26659669	26659918	-1	Exon	exon_HG27_PATCH_26659669_26659917	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	1	ALTTENATIVE_3SS
HG27_PATCH	26659080	26659669	-1	Intron	ENST00000596100_intron_1	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5		
HG27_PATCH	26658875	26659005	-1	Intron	ENST00000596100_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5		
HG27_PATCH	26643957	26658786	-1	Intron	ENST00000596100_intron_3	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5		
HG27_PATCH	26638957	26643887	-1	Intron	ENST00000596100_intron_4	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5		
HG27_PATCH	26637009	26642009	+1	Upstream	ENST00000598690	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3		
HG27_PATCH	26629611	26634611	+1	Downstream	ENST00000598690	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3		
HG27_PATCH	26630782	26632008	-1	Gene	ENSG00000268998	VN1R14P	ENSG00000268998	1	929					
HG27_PATCH	26630782	26632008	-1	Transcript	ENST00000601737	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2		
HG27_PATCH	26631321	26632008	-1	Exon	exon_HG27_PATCH_26631321_26632007	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2	1	RETAINED
HG27_PATCH	26630782	26631024	-1	Exon	exon_HG27_PATCH_26630782_26631023	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2	2	RETAINED
HG27_PATCH	26631024	26631321	-1	Intron	ENST00000601737_intron_1	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2		
HG27_PATCH	26631021	26631024	-1	SpliceSiteRegion	exon_HG27_PATCH_26630782_26631023	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2	2	RETAINED
HG27_PATCH	26597180	26600279	+1	Gene	ENSG00000268612	ABT1	ENSG00000268612	1	819					
HG27_PATCH	26597180	26600279	+1	Transcript	ENST00000593546	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26597211	26597452	+1	Cds	CDS_HG27_PATCH_26597211_26597451	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26598142	26598339	+1	Cds	CDS_HG27_PATCH_26598142_26598338	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26598493	26598874	+1	Cds	CDS_HG27_PATCH_26598493_26598870	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26597180	26597211	+1	Utr5prime	exon_HG27_PATCH_26597180_26597451	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	1	RETAINED
HG27_PATCH	26598874	26600279	+1	Utr3prime	exon_HG27_PATCH_26598493_26600278	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	3	RETAINED
HG27_PATCH	26598493	26600279	+1	Exon	exon_HG27_PATCH_26598493_26600278	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	3	RETAINED
HG27_PATCH	26598142	26598339	+1	Exon	exon_HG27_PATCH_26598142_26598338	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	2	RETAINED
HG27_PATCH	26597180	26597452	+1	Exon	exon_HG27_PATCH_26597180_26597451	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	1	RETAINED
HG27_PATCH	26597452	26598142	+1	Intron	ENST00000593546_intron_1	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26598339	26598493	+1	Intron	ENST00000593546_intron_2	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26598339	26598341	+1	SpliceSiteDonor	exon_HG27_PATCH_26598142_26598338	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	2	RETAINED
HG27_PATCH	26598134	26598140	+1	SpliceSiteRegion	ENST00000593546_intron_1	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26597449	26597452	+1	SpliceSiteRegion	exon_HG27_PATCH_26597180_26597451	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	1	RETAINED
HG27_PATCH	1	26597180	+1	Intergenic	ABT1									
HG27_PATCH	26592180	26597180	+1	Upstream	ENST00000593546	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26597452	26597454	+1	SpliceSiteDonor	exon_HG27_PATCH_26597180_26597451	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	1	RETAINED
HG27_PATCH	26598142	26598145	+1	SpliceSiteRegion	exon_HG27_PATCH_26598142_26598338	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	2	RETAINED
HG27_PATCH	26598140	26598142	+1	SpliceSiteAcceptor	exon_HG27_PATCH_26598142_26598338	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	2	RETAINED
HG27_PATCH	26598336	26598339	+1	SpliceSiteRegion	exon_HG27_PATCH_26598142_26598338	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	2	RETAINED
HG27_PATCH	26600279	26612131	+1	Intergenic	ABT1...RP11-457M11.6									
HG27_PATCH	26607131	26612131	+1	Downstream	ENST00000605559	RP11-457M11.6	ENSG00000271281	1	1207	ENST00000605559	1207	1		
HG27_PATCH	26598493	26598496	+1	SpliceSiteRegion	exon_HG27_PATCH_26598493_26600278	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	3	RETAINED
HG27_PATCH	26598491	26598493	+1	SpliceSiteAcceptor	exon_HG27_PATCH_26598493_26600278	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3	3	RETAINED
HG27_PATCH	26598341	26598347	+1	SpliceSiteRegion	ENST00000593546_intron_2	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26600279	26605279	+1	Downstream	ENST00000593546	ABT1	ENSG00000268612	1	819	ENST00000593546	819	3		
HG27_PATCH	26613338	26618338	+1	Upstream	ENST00000605559	RP11-457M11.6	ENSG00000271281	1	1207	ENST00000605559	1207	1		
HG27_PATCH	26613338	26630782	+1	Intergenic	RP11-457M11.6...VN1R14P									
HG27_PATCH	26612131	26613338	-1	Gene	ENSG00000271281	RP11-457M11.6	ENSG00000271281	1	1207					
HG27_PATCH	26612131	26613338	-1	Transcript	ENST00000605559	RP11-457M11.6	ENSG00000271281	1	1207	ENST00000605559	1207	1		
HG27_PATCH	26612131	26613338	-1	Exon	exon_HG27_PATCH_26612131_26613337	RP11-457M11.6	ENSG00000271281	1	1207	ENST00000605559	1207	1	1	RETAINED
HG27_PATCH	26625782	26630782	+1	Downstream	ENST00000601737	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2		
HG27_PATCH	26631518	26636518	+1	Downstream	ENST00000595473	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4		
HG27_PATCH	26631519	26636519	+1	Downstream	ENST00000597141	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26632008	26637008	+1	Upstream	ENST00000601737	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2		
HG27_PATCH	26633704	26638704	+1	Downstream	ENST00000594002	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3		
HG27_PATCH	26634611	26637009	-1	Gene	ENSG00000269264	RP11-457M11.2	ENSG00000269264	1	530					
HG27_PATCH	26634611	26637009	-1	Transcript	ENST00000598690	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3		
HG27_PATCH	26634611	26634856	-1	Exon	exon_HG27_PATCH_26634611_26634855	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	3	RETAINED
HG27_PATCH	26636790	26637009	-1	Exon	exon_HG27_PATCH_26636790_26637008	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	1	RETAINED
HG27_PATCH	26635794	26635860	-1	Exon	exon_HG27_PATCH_26635794_26635859	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	2	RETAINED
HG27_PATCH	26635860	26636790	-1	Intron	ENST00000598690_intron_1	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3		
HG27_PATCH	26634856	26635794	-1	Intron	ENST00000598690_intron_2	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3		
HG27_PATCH	26635792	26635794	-1	SpliceSiteDonor	exon_HG27_PATCH_26635794_26635859	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	2	RETAINED
HG27_PATCH	26632008	26634611	+1	Intergenic	VN1R14P...RP11-457M11.2									
HG27_PATCH	26631319	26631321	-1	SpliceSiteDonor	exon_HG27_PATCH_26631321_26632007	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2	1	RETAINED
HG27_PATCH	26631024	26631026	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26630782_26631023	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2	2	RETAINED
HG27_PATCH	26631321	26631324	-1	SpliceSiteRegion	exon_HG27_PATCH_26631321_26632007	VN1R14P	ENSG00000268998	1	929	ENST00000601737	929	2	1	RETAINED
HG27_PATCH	26634856	26634858	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26634611_26634855	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	3	RETAINED
HG27_PATCH	26634853	26634856	-1	SpliceSiteRegion	exon_HG27_PATCH_26634611_26634855	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	3	RETAINED
HG27_PATCH	26635786	26635792	-1	SpliceSiteRegion	ENST00000598690_intron_2	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3		
HG27_PATCH	26635862	26635868	-1	SpliceSiteRegion	ENST00000598690_intron_1	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3		
HG27_PATCH	26635857	26635860	-1	SpliceSiteRegion	exon_HG27_PATCH_26635794_26635859	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	2	RETAINED
HG27_PATCH	26635794	26635797	-1	SpliceSiteRegion	exon_HG27_PATCH_26635794_26635859	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	2	RETAINED
HG27_PATCH	26635860	26635862	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26635794_26635859	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	2	RETAINED
HG27_PATCH	26636790	26636793	-1	SpliceSiteRegion	exon_HG27_PATCH_26636790_26637008	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	1	RETAINED
HG27_PATCH	26636788	26636790	-1	SpliceSiteDonor	exon_HG27_PATCH_26636790_26637008	RP11-457M11.2	ENSG00000269264	1	530	ENST00000598690	530	3	1	RETAINED
HG27_PATCH	26658786	26658789	-1	SpliceSiteRegion	exon_HG27_PATCH_26658786_26658874	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	2	SKIPPED
HG27_PATCH	26658786	26658789	-1	SpliceSiteRegion	exon_HG27_PATCH_26658786_26658874	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3	2	SKIPPED
HG27_PATCH	26658786	26658789	-1	SpliceSiteRegion	exon_HG27_PATCH_26658786_26658874	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	3	SKIPPED
HG27_PATCH	26650632	26650634	-1	SpliceSiteDonor	exon_HG27_PATCH_26650634_26650672	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	2	SKIPPED
HG27_PATCH	26643887	26643890	-1	SpliceSiteRegion	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	3	SKIPPED
HG27_PATCH	26643887	26643890	-1	SpliceSiteRegion	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	3	SKIPPED
HG27_PATCH	26643887	26643890	-1	SpliceSiteRegion	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3	2	SKIPPED
HG27_PATCH	26643887	26643890	-1	SpliceSiteRegion	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	4	SKIPPED
HG27_PATCH	26643879	26643885	-1	SpliceSiteRegion	ENST00000594430_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3		
HG27_PATCH	26643879	26643885	-1	SpliceSiteRegion	ENST00000595473_intron_3	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4		
HG27_PATCH	26643879	26643885	-1	SpliceSiteRegion	ENST00000596100_intron_4	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5		
HG27_PATCH	26643879	26643885	-1	SpliceSiteRegion	ENST00000597141_intron_3	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26638957	26638959	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26636518_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26638957	26638959	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26636519_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26638957	26638959	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26638704_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3	3	ALTTENATIVE_5SS
HG27_PATCH	26638957	26638959	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26638855_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3	3	ALTTENATIVE_5SS
HG27_PATCH	26638957	26638959	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26638868_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	5	ALTTENATIVE_5SS
HG27_PATCH	26638954	26638957	-1	SpliceSiteRegion	exon_HG27_PATCH_26636518_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26638954	26638957	-1	SpliceSiteRegion	exon_HG27_PATCH_26636519_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	4	ALTTENATIVE_5SS
HG27_PATCH	26638954	26638957	-1	SpliceSiteRegion	exon_HG27_PATCH_26638704_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3	3	ALTTENATIVE_5SS
HG27_PATCH	26638954	26638957	-1	SpliceSiteRegion	exon_HG27_PATCH_26638855_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3	3	ALTTENATIVE_5SS
HG27_PATCH	26638954	26638957	-1	SpliceSiteRegion	exon_HG27_PATCH_26638868_26638956	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	5	ALTTENATIVE_5SS
HG27_PATCH	26643885	26643887	-1	SpliceSiteDonor	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	3	SKIPPED
HG27_PATCH	26643885	26643887	-1	SpliceSiteDonor	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	3	SKIPPED
HG27_PATCH	26643885	26643887	-1	SpliceSiteDonor	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3	2	SKIPPED
HG27_PATCH	26643885	26643887	-1	SpliceSiteDonor	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	4	SKIPPED
HG27_PATCH	26643959	26643965	-1	SpliceSiteRegion	ENST00000594430_intron_1	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3		
HG27_PATCH	26643959	26643965	-1	SpliceSiteRegion	ENST00000595473_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4		
HG27_PATCH	26643959	26643965	-1	SpliceSiteRegion	ENST00000596100_intron_3	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5		
HG27_PATCH	26643959	26643965	-1	SpliceSiteRegion	ENST00000597141_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26643957	26643959	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	3	SKIPPED
HG27_PATCH	26643957	26643959	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	3	SKIPPED
HG27_PATCH	26643957	26643959	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3	2	SKIPPED
HG27_PATCH	26643957	26643959	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	4	SKIPPED
HG27_PATCH	26643954	26643957	-1	SpliceSiteRegion	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4	3	SKIPPED
HG27_PATCH	26643954	26643957	-1	SpliceSiteRegion	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	3	SKIPPED
HG27_PATCH	26643954	26643957	-1	SpliceSiteRegion	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000594430	467	3	2	SKIPPED
HG27_PATCH	26643954	26643957	-1	SpliceSiteRegion	exon_HG27_PATCH_26643887_26643956	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5	4	SKIPPED
HG27_PATCH	26650626	26650632	-1	SpliceSiteRegion	ENST00000597141_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26651595	26651597	-1	SpliceSiteDonor	exon_HG27_PATCH_26651597_26651724	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	1	ALTTENATIVE_PROMOMOTER
HG27_PATCH	26650673	26650675	-1	SpliceSiteAcceptor	exon_HG27_PATCH_26650634_26650672	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	2	SKIPPED
HG27_PATCH	26650670	26650673	-1	SpliceSiteRegion	exon_HG27_PATCH_26650634_26650672	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	2	SKIPPED
HG27_PATCH	26650634	26650637	-1	SpliceSiteRegion	exon_HG27_PATCH_26650634_26650672	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4	2	SKIPPED
HG27_PATCH	26650675	26650681	-1	SpliceSiteRegion	ENST00000597141_intron_1	ZNF322	ENSG00000267894	5	1209	ENST00000597141	1209	4		
HG27_PATCH	26658778	26658784	-1	SpliceSiteRegion	ENST00000594002_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000594002	78	3		
HG27_PATCH	26658778	26658784	-1	SpliceSiteRegion	ENST00000595473_intron_2	ZNF322	ENSG00000267894	5	1209	ENST00000595473	1209	4		
HG27_PATCH	26658778	26658784	-1	SpliceSiteRegion	ENST00000596100_intron_3	ZNF322	ENSG00000267894	5	1209	ENST00000596100	572	5		
